21811;8830;WAFJ;SC
23300;10410;WCKQ;KY
29643;10530;WLUP;MN
43362;10730;WWQC;IL
13588;9070;KOBC;MO
38860;8890;WZLC;SC
18211;9090;KUWX;WY
29261;10670;WLFX;KY
34253;9450;WSPX;SC
14330;9390;KPDQ;OR
31418;10290;WOKW;PA
6489;9150;KDOB;OR
15515;10730;KQXF;AR
14800;9590;KPVS;HI
41599;9330;KGGL;MT
15731;10090;KRFN;NV
9653;10630;KIFT;CO
41968;9870;KMMI;CA
17442;9510;KTTI;AZ
23139;9190;WCEL;NY
16107;9870;KRTZ;CO
7502;10490;KFBA;CA
26716;9530;WHMA;AL
18677;9050;KVOV;CO
11917;8930;KLOV;OR
14890;10610;KPZE;NM
34838;8850;WTMK;IN
5078;9230;KBLU;UT
25792;10230;WGCM;MS
36178;10090;WVLY;PA
5667;9670;KCIL;LA
22829;8910;WBSN;LA
6941;9150;KEFL;MO
30010;9210;WMIS;MN
36239;9350;WVOH;GA
24285;8910;WDWN;NY
28061;10530;WJLT;IN
35712;8950;WUUA;NY
9737;9230;KIIZ;TX
5763;9930;KCMD;OR
23141;9450;WCEN;MI
7722;9070;KFJM;ND
4951;10530;KBGX;HI
17356;9530;KTQA;WA
38139;9770;WYJJ;TN
7392;8950;KEWU;WA
33148;9410;WQZK;WV
30808;10410;WNNK;PA
9235;8810;KHPR;HI
26246;10770;WGTY;PA
5413;9730;WAEV;GA
6000;8990;KCVG;NE
27263;9650;WIHB;GA
29916;9930;WMFC;AL
16774;9350;KSTQ;OK
42600;10290;WELS;NC
4438;9730;WKWK;WV
4590;10070;WRDU;NC
14066;9770;KOTM;IA
15865;9510;KRKR;NE
38855;10790;WZKX;MS
28407;8870;WJZB;MS
5647;10050;WSSL;SC
18466;10270;KVGS;NV
33781;9030;WRXT;VA
22987;10710;WBYP;MS
43271;10330;WWMP;VT
23154;10150;WCFA;NJ
21911;10790;WAJF;AL
14226;10230;KOZQ;MO
42413;10070;KYMV;UT
34518;8970;WTAC;MI
24888;8950;WETS;TN
23754;9050;WDCC;NC
33645;8810;WRSN;TN
30036;10210;WMJS;MD
23347;9170;WCML;MI
4517;9110;KAQF;NM
9315;10170;KHST;MO
17160;8910;KTIM;TX
36217;9170;WVNL;IL
29359;8850;WLJR;AL
36226;9750;WVNU;OH
19309;8830;KWND;MO
29640;10210;WLUM;WI
18523;8930;KVIX;WA
12698;9270;KMSW;OR
30514;10410;WNCC;NC
21729;9810;WACF;MA
7770;10470;KFLI;AR
23478;10210;WCRM;OH
23427;10490;WCPN;OH
18868;10290;KVWE;TX
38028;9530;WYFC;TN
5319;9510;KBVB;MN
26455;10650;WHBZ;WI
31104;8910;WNYU;NY
34429;10010;WSWR;OH
6501;10250;KDON;CA
6663;10230;KDUT;UT
27222;10090;WIFM;NC
42110;8910;KSJM;MN
36518;9270;WVZA;IL
35035;9350;WTTZ;MD
21310;10210;KZMC;NE
9943;10130;KIQX;CO
11306;8810;KKRI;OK
41440;9550;KAIQ;TX
37933;9830;WYBL;OH
12550;9030;KMNE;NE
6717;10670;KWBL;CO
27865;9190;WJEF;IN
17567;9990;KTYD;CA
33246;10390;WRDE;MD
29255;9170;WLFR;NJ
35243;10070;WUBZ;AL
13760;9170;KOHS;UT
26546;9530;WHFM;NY
10438;9250;KJJY;IA
4457;9110;KANX;AR
28486;9050;WKCC;GA
30120;10610;WMMY;NC
23809;9230;WDEF;TN
19482;8870;KWTU;OK
34787;9110;WTKL;MA
14629;9170;KPPD;ND
42154;10470;KSLE;OK
11997;9730;KLRX;MO
22253;9010;WAWJ;IL
9163;9650;KHMX;TX
21644;9370;KZYY;TX
7521;10370;KFBT;CA
41622;9110;KGHI;WA
37192;10710;WWYY;NJ
13332;9230;KNRG;TX
9798;9010;KILI;SD
23023;10070;WBZZ;PA
6924;10370;WCKY;OH
14196;9970;KOYM;TX
26862;8810;WHRQ;OH
4854;8990;KBDE;TX
25886;9510;WGGC;KY
31303;9810;WOGL;PA
27432;9190;WINO;NY
34150;10490;WSLY;AL
33649;10390;WRSR;MI
29589;8970;WLSN;MN
13561;9130;KOAB;OR
17610;9490;KTZU;ND
43355;9250;WWPV;VT
9653;10630;KIFT;CO
17914;9830;KULM;TX
23216;10130;WCHK;DE
7920;10690;KFRC;CA
44951;8850;WZDG;NC
20145;8910;KXTH;OK
9286;9490;KHRQ;CA
7466;9290;KEZQ;MT
32219;8830;WPPR;GA
38638;8990;WZCO;NC
15635;9510;KRBV;NV
27871;8930;WJEL;IN
22239;10110;WAVV;FL
42188;10150;KSMM;KS
29603;10170;WLTB;NY
15904;9890;KRME;TX
23119;9090;WCDR;PA
30237;8990;WMRL;VA
9657;9850;KIFX;UT
34315;8970;WSSH;NH
23645;10230;WCXX;ME
14734;9290;KPTE;CO
25047;10590;WEZV;SC
41922;9570;KMKO;MN
20046;10030;KXPM;MN
9393;9150;KHVT;TX
7607;10610;KFFB;AR
42080;9310;KSII;TX
12074;8810;KLUW;WA
24056;9330;WDNS;KY
26017;9390;WGLD;SC
34923;10170;WTPR;TN
28019;9970;WJKD;FL
12065;10310;KLUN;CA
29906;10770;WMES;PA
4598;9430;KATI;MO
22837;9330;WBSV;MI
7445;9170;KEYV;UT
13349;9650;KNRX;TX
10132;8870;KIYE;ID
25356;9330;WFLS;VA
22047;9950;WAOL;OH
6581;10310;KDRP;TX
13181;9050;KNLL;AR
11787;8830;KLJV;NE
18445;9450;KVFX;UT
19436;10010;KWSA;UT
23829;10190;WDEZ;WI
30460;9010;WNAA;NC
43349;9770;WWPP;FL
14214;9650;KOZE;ID
21290;10730;KZLI;AR
36042;9190;WVGS;GA
15277;9690;KQOB;OK
42217;9770;KSNP;KS
22350;10150;WBAC;NC
30681;8830;WNIN;IN
33850;10210;WSAK;NH
14999;10110;KQDJ;ND
28948;10710;WKTW;PA
5934;9190;KCSS;CA
42438;9550;KYNU;ND
33822;10730;WRZI;KY
36494;8810;WVYC;PA
17575;9310;KTYL;TX
25444;10530;WFPC;NH
26544;10550;WHFK;NC
27332;9430;WIJS;KY
30551;10790;WNDN;FL
10126;9470;KIXY;TX
16049;9090;KRRT;NM
7602;10750;KXJM;OR
38032;9110;WYFG;SC
4579;10790;KASP;CO
19416;9990;KWRG;AK
9360;10470;KHUM;CA
23748;9730;WDBW;FL
16764;10150;KSTG;CA
13361;8910;KNSJ;CA
25384;9110;WFMU;NJ
18593;10150;KVLP;CA
5647;10730;KCHR;AR
34124;9730;WSKY;FL
37533;10150;WXMB;SC
10511;9710;KJMT;AR
16273;9850;KSAJ;KS
9696;10690;KIHK;IA
35894;8890;WVBA;VT
36711;9790;WWGL;OH
15613;10590;KRAZ;CA
6058;9510;KCXM;MO
5440;10630;KBZS;TX
11395;9370;KKUT;UT
24540;10350;WEGI;FL
32742;10710;WQJU;PA
29549;9390;WLQZ;IN
19584;10770;KWXS;OR
9880;9890;KIOM;HI
27899;10050;WJFN;VA
41955;8810;KMLV;NE
20105;9090;KXRT;OK
16716;10070;KSRK;AR
8073;10790;WWHT;NY
24164;10790;WDRW;GA
35554;8950;WUNY;NY
16658;9450;KSPE;CA
15894;9010;KRLU;NM
34351;9410;WSTR;GA
8710;9590;KGVM;MT
33213;10410;WRBX;GA
5435;9790;KBZN;UT
15223;9570;KQLZ;ND
15373;10510;KQRT;NV
20459;9370;KYFJ;LA
42185;10090;KSMJ;OK
6023;9610;KCWD;AR
23091;10550;WCCP;SC
19138;10290;KWGO;ND
17302;10170;KTNY;MT
37951;9950;WYCD;MI
21025;10570;KZBD;WA
39129;10370;WZVL;OH
15472;9770;KQVO;CA
6999;9890;WUSL;PA
42104;10550;KSJG;MT
41297;9350;KADD;NV
21361;10550;KZOB;TX
17670;8810;KUCC;WA
4593;9290;WRDX;DE
4678;8830;KAWK;CA
23435;10130;WCPV;NY
20250;9370;KXXI;NM
36159;9610;WVLF;NY
11067;9290;KKID;MO
26819;9690;WHPZ;IN
8853;9950;KHAZ;KS
37739;10330;WXTZ;NC
13637;9490;KOCZ;LA
9210;9210;KHOS;TX
39259;10310;KLO;UT
28493;9330;WKCJ;WV
42592;9470;WELK;WV
30311;9170;WMUH;PA
43331;9410;WWOX;NH
26848;9730;WHRC;WI
29859;8890;WMCX;NJ
12771;10490;KMVR;NM
24301;10190;WDXD;FL
35911;9350;WVBR;NY
32062;10130;WPJQ;WI
23511;9870;WCST;WV
38076;9730;WYGY;KY
4369;10090;KAKN;AK
21360;9990;KZOA;TX
13001;9470;KNEN;NE
15208;9790;KQLK;LA
37759;8830;WXUT;OH
5996;10610;WBBG;OH
26952;10250;WHVC;NY
9595;9590;KIDN;CO
11859;8830;KLMP;SD
19160;9590;KWHK;KS
21701;9750;WABD;AL
21190;9590;KZHM;NM
43238;8990;WQTQ;CT
16160;9090;KRWA;CO
15399;10290;KQST;AZ
27813;10270;WJCF;GA
8866;9370;KHBM;AR
32072;9990;WPKA;FL
12093;9790;KLVP;OR
33867;9550;WSBB;GA
10494;8930;KJMC;IA
38157;10530;WYKB;FL
36296;10130;WVQM;ME
29891;8970;WMED;ME
33424;10390;WRKA;KY
19033;8990;KWCN;WY
20980;10750;KYZK;ID
15877;10530;KRLD;TX
16308;9210;KSBS;AS
